Timestep	A_X	A_Y	A_Z	A_VX	A_VY	A_VZ	B_X	B_Y	B_Z	B_VX	B_VY	B_VZ	C_X	C_Y	C_Z	C_VX	C_VY	C_VZ
279480.00	1.856805e+09	5.013821e+08	0.000000e+00	9.971308e+03	-3.745909e+04	0.000000e+00	9.229371e+09	2.244000e+11	-1.758429e+255	1.981402e+04	-8.474041e-240	-3.775640e+249	-2.369922e+09	-6.399361e+08	0.000000e+00	-1.272682e+04	4.781069e+04	0.000000e+00
279540.00	1.857799e+09	4.976352e+08	0.000000e+00	9.896664e+03	-3.747915e+04	0.000000e+00	9.231353e+09	2.244000e+11	-1.758806e+255	1.981402e+04	-8.475860e-240	-3.775640e+249	-2.371191e+09	-6.351538e+08	0.000000e+00	-1.263155e+04	4.783629e+04	0.000000e+00
279600.00	1.858785e+09	4.938864e+08	0.000000e+00	9.821979e+03	-3.749906e+04	0.000000e+00	9.233334e+09	2.244000e+11	-1.759184e+255	1.981402e+04	-8.477679e-240	-3.775640e+249	-2.372449e+09	-6.303689e+08	0.000000e+00	-1.253622e+04	4.786170e+04	0.000000e+00
279660.00	1.859764e+09	4.901355e+08	0.000000e+00	9.747253e+03	-3.751881e+04	0.000000e+00	9.235316e+09	2.244000e+11	-1.759562e+255	1.981402e+04	-8.479498e-240	-3.775640e+249	-2.373698e+09	-6.255816e+08	0.000000e+00	-1.244085e+04	4.788692e+04	0.000000e+00
279720.00	1.860735e+09	4.863827e+08	0.000000e+00	9.672486e+03	-3.753842e+04	0.000000e+00	9.237297e+09	2.244000e+11	-1.759939e+255	1.981402e+04	-8.481318e-240	-3.775640e+249	-2.374938e+09	-6.207917e+08	0.000000e+00	-1.234542e+04	4.791194e+04	0.000000e+00
279780.00	1.861698e+09	4.826279e+08	0.000000e+00	9.597678e+03	-3.755788e+04	0.000000e+00	9.239278e+09	2.244000e+11	-1.760317e+255	1.981402e+04	-8.483137e-240	-3.775640e+249	-2.376168e+09	-6.159993e+08	0.000000e+00	-1.224994e+04	4.793678e+04	0.000000e+00
279840.00	1.862655e+09	4.788712e+08	0.000000e+00	9.522831e+03	-3.757719e+04	0.000000e+00	9.241260e+09	2.244000e+11	-1.760694e+255	1.981402e+04	-8.484956e-240	-3.775640e+249	-2.377388e+09	-6.112045e+08	0.000000e+00	-1.215441e+04	4.796142e+04	0.000000e+00
279900.00	1.863603e+09	4.751126e+08	0.000000e+00	9.447944e+03	-3.759634e+04	0.000000e+00	9.243241e+09	2.244000e+11	-1.761072e+255	1.981402e+04	-8.486775e-240	-3.775640e+249	-2.378599e+09	-6.064072e+08	0.000000e+00	-1.205883e+04	4.798587e+04	0.000000e+00
279960.00	1.864545e+09	4.713521e+08	0.000000e+00	9.373017e+03	-3.761535e+04	0.000000e+00	9.245223e+09	2.244000e+11	-1.761449e+255	1.981402e+04	-8.488595e-240	-3.775640e+249	-2.379800e+09	-6.016074e+08	0.000000e+00	-1.196319e+04	4.801013e+04	0.000000e+00
280020.00	1.865478e+09	4.675896e+08	0.000000e+00	9.298051e+03	-3.763420e+04	0.000000e+00	9.247204e+09	2.244000e+11	-1.761827e+255	1.981402e+04	-8.490414e-240	-3.775640e+249	-2.380992e+09	-5.968053e+08	0.000000e+00	-1.186751e+04	4.803419e+04	0.000000e+00
280080.00	1.866405e+09	4.638253e+08	0.000000e+00	9.223046e+03	-3.765291e+04	0.000000e+00	9.249185e+09	2.244000e+11	-1.762204e+255	1.981402e+04	-8.492233e-240	-3.775640e+249	-2.382174e+09	-5.920007e+08	0.000000e+00	-1.177178e+04	4.805806e+04	0.000000e+00
280140.00	1.867323e+09	4.600591e+08	0.000000e+00	9.148003e+03	-3.767146e+04	0.000000e+00	9.251167e+09	2.244000e+11	-1.762582e+255	1.981402e+04	-8.494052e-240	-3.775640e+249	-2.383347e+09	-5.871938e+08	0.000000e+00	-1.167600e+04	4.808174e+04	0.000000e+00
280200.00	1.868235e+09	4.562911e+08	0.000000e+00	9.072921e+03	-3.768986e+04	0.000000e+00	9.253148e+09	2.244000e+11	-1.762960e+255	1.981402e+04	-8.495872e-240	-3.775640e+249	-2.384510e+09	-5.823845e+08	0.000000e+00	-1.158017e+04	4.810523e+04	0.000000e+00
280260.00	1.869138e+09	4.525213e+08	0.000000e+00	8.997802e+03	-3.770811e+04	0.000000e+00	9.255130e+09	2.244000e+11	-1.763337e+255	1.981402e+04	-8.497691e-240	-3.775640e+249	-2.385664e+09	-5.775728e+08	0.000000e+00	-1.148429e+04	4.812853e+04	0.000000e+00
280320.00	1.870035e+09	4.487496e+08	0.000000e+00	8.922645e+03	-3.772621e+04	0.000000e+00	9.257111e+09	2.244000e+11	-1.763715e+255	1.981402e+04	-8.499510e-240	-3.775640e+249	-2.386807e+09	-5.727589e+08	0.000000e+00	-1.138836e+04	4.815163e+04	0.000000e+00
280380.00	1.870923e+09	4.449761e+08	0.000000e+00	8.847450e+03	-3.774416e+04	0.000000e+00	9.259092e+09	2.244000e+11	-1.764092e+255	1.981402e+04	-8.501329e-240	-3.775640e+249	-2.387942e+09	-5.679426e+08	0.000000e+00	-1.129239e+04	4.817454e+04	0.000000e+00
280440.00	1.871804e+09	4.412009e+08	0.000000e+00	8.772219e+03	-3.776196e+04	0.000000e+00	9.261074e+09	2.244000e+11	-1.764470e+255	1.981402e+04	-8.503148e-240	-3.775640e+249	-2.389066e+09	-5.631241e+08	0.000000e+00	-1.119637e+04	4.819725e+04	0.000000e+00
280500.00	1.872678e+09	4.374238e+08	0.000000e+00	8.696951e+03	-3.777960e+04	0.000000e+00	9.263055e+09	2.244000e+11	-1.764847e+255	1.981402e+04	-8.504968e-240	-3.775640e+249	-2.390182e+09	-5.583033e+08	0.000000e+00	-1.110030e+04	4.821977e+04	0.000000e+00
280560.00	1.873544e+09	4.336450e+08	0.000000e+00	8.621646e+03	-3.779710e+04	0.000000e+00	9.265037e+09	2.244000e+11	-1.765225e+255	1.981402e+04	-8.506787e-240	-3.775640e+249	-2.391287e+09	-5.534803e+08	0.000000e+00	-1.100419e+04	4.824210e+04	0.000000e+00
280620.00	1.874403e+09	4.298645e+08	0.000000e+00	8.546306e+03	-3.781444e+04	0.000000e+00	9.267018e+09	2.244000e+11	-1.765603e+255	1.981402e+04	-8.508606e-240	-3.775640e+249	-2.392383e+09	-5.486550e+08	0.000000e+00	-1.090803e+04	4.826423e+04	0.000000e+00
280680.00	1.875254e+09	4.260822e+08	0.000000e+00	8.470929e+03	-3.783163e+04	0.000000e+00	9.268999e+09	2.244000e+11	-1.765980e+255	1.981402e+04	-8.510425e-240	-3.775640e+249	-2.393469e+09	-5.438275e+08	0.000000e+00	-1.081182e+04	4.828617e+04	0.000000e+00
280740.00	1.876097e+09	4.222983e+08	0.000000e+00	8.395518e+03	-3.784867e+04	0.000000e+00	9.270981e+09	2.244000e+11	-1.766358e+255	1.981402e+04	-8.512245e-240	-3.775640e+249	-2.394546e+09	-5.389979e+08	0.000000e+00	-1.071557e+04	4.830792e+04	0.000000e+00
280800.00	1.876933e+09	4.185126e+08	0.000000e+00	8.320071e+03	-3.786555e+04	0.000000e+00	9.272962e+09	2.244000e+11	-1.766735e+255	1.981402e+04	-8.514064e-240	-3.775640e+249	-2.395613e+09	-5.341661e+08	0.000000e+00	-1.061927e+04	4.832948e+04	0.000000e+00
280860.00	1.877762e+09	4.147252e+08	0.000000e+00	8.244589e+03	-3.788229e+04	0.000000e+00	9.274944e+09	2.244000e+11	-1.767113e+255	1.981402e+04	-8.515883e-240	-3.775640e+249	-2.396670e+09	-5.293321e+08	0.000000e+00	-1.052293e+04	4.835083e+04	0.000000e+00
280920.00	1.878583e+09	4.109362e+08	0.000000e+00	8.169073e+03	-3.789887e+04	0.000000e+00	9.276925e+09	2.244000e+11	-1.767490e+255	1.981402e+04	-8.517702e-240	-3.775640e+249	-2.397718e+09	-5.244960e+08	0.000000e+00	-1.042655e+04	4.837200e+04	0.000000e+00
280980.00	1.879396e+09	4.071455e+08	0.000000e+00	8.093522e+03	-3.791530e+04	0.000000e+00	9.278906e+09	2.244000e+11	-1.767868e+255	1.981402e+04	-8.519522e-240	-3.775640e+249	-2.398756e+09	-5.196578e+08	0.000000e+00	-1.033012e+04	4.839297e+04	0.000000e+00
281040.00	1.880202e+09	4.033532e+08	0.000000e+00	8.017938e+03	-3.793158e+04	0.000000e+00	9.280888e+09	2.244000e+11	-1.768246e+255	1.981402e+04	-8.521341e-240	-3.775640e+249	-2.399784e+09	-5.148175e+08	0.000000e+00	-1.023365e+04	4.841375e+04	0.000000e+00
281100.00	1.881000e+09	3.995593e+08	0.000000e+00	7.942320e+03	-3.794771e+04	0.000000e+00	9.282869e+09	2.244000e+11	-1.768623e+255	1.981402e+04	-8.523160e-240	-3.775640e+249	-2.400803e+09	-5.099752e+08	0.000000e+00	-1.013713e+04	4.843433e+04	0.000000e+00
281160.00	1.881790e+09	3.957638e+08	0.000000e+00	7.866669e+03	-3.796368e+04	0.000000e+00	9.284851e+09	2.244000e+11	-1.769001e+255	1.981402e+04	-8.524979e-240	-3.775640e+249	-2.401812e+09	-5.051308e+08	0.000000e+00	-1.004058e+04	4.845472e+04	0.000000e+00
281220.00	1.882574e+09	3.919667e+08	0.000000e+00	7.790985e+03	-3.797950e+04	0.000000e+00	9.286832e+09	2.244000e+11	-1.769378e+255	1.981402e+04	-8.526799e-240	-3.775640e+249	-2.402812e+09	-5.002843e+08	0.000000e+00	-9.943978e+03	4.847491e+04	0.000000e+00
281280.00	1.883349e+09	3.881680e+08	0.000000e+00	7.715269e+03	-3.799517e+04	0.000000e+00	9.288814e+09	2.244000e+11	-1.769756e+255	1.981402e+04	-8.528618e-240	-3.775640e+249	-2.403801e+09	-4.954359e+08	0.000000e+00	-9.847337e+03	4.849491e+04	0.000000e+00
281340.00	1.884117e+09	3.843677e+08	0.000000e+00	7.639520e+03	-3.801069e+04	0.000000e+00	9.290795e+09	2.244000e+11	-1.770133e+255	1.981402e+04	-8.530437e-240	-3.775640e+249	-2.404782e+09	-4.905855e+08	0.000000e+00	-9.750656e+03	4.851472e+04	0.000000e+00
281400.00	1.884877e+09	3.805659e+08	0.000000e+00	7.563739e+03	-3.802605e+04	0.000000e+00	9.292776e+09	2.244000e+11	-1.770511e+255	1.981402e+04	-8.532256e-240	-3.775640e+249	-2.405752e+09	-4.857330e+08	0.000000e+00	-9.653933e+03	4.853433e+04	0.000000e+00
281460.00	1.885630e+09	3.767626e+08	0.000000e+00	7.487926e+03	-3.804126e+04	0.000000e+00	9.294758e+09	2.244000e+11	-1.770888e+255	1.981402e+04	-8.534076e-240	-3.775640e+249	-2.406713e+09	-4.808787e+08	0.000000e+00	-9.557170e+03	4.855374e+04	0.000000e+00
281520.00	1.886375e+09	3.729577e+08	0.000000e+00	7.412082e+03	-3.805632e+04	0.000000e+00	9.296739e+09	2.244000e+11	-1.771266e+255	1.981402e+04	-8.535895e-240	-3.775640e+249	-2.407664e+09	-4.760224e+08	0.000000e+00	-9.460367e+03	4.857296e+04	0.000000e+00
281580.00	1.887113e+09	3.691514e+08	0.000000e+00	7.336207e+03	-3.807123e+04	0.000000e+00	9.298721e+09	2.244000e+11	-1.771644e+255	1.981402e+04	-8.537714e-240	-3.775640e+249	-2.408605e+09	-4.711642e+08	0.000000e+00	-9.363524e+03	4.859199e+04	0.000000e+00
281640.00	1.887843e+09	3.653436e+08	0.000000e+00	7.260301e+03	-3.808598e+04	0.000000e+00	9.300702e+09	2.244000e+11	-1.772021e+255	1.981402e+04	-8.539533e-240	-3.775640e+249	-2.409537e+09	-4.663041e+08	0.000000e+00	-9.266642e+03	4.861082e+04	0.000000e+00
281700.00	1.888565e+09	3.615343e+08	0.000000e+00	7.184365e+03	-3.810058e+04	0.000000e+00	9.302683e+09	2.244000e+11	-1.772399e+255	1.981402e+04	-8.541353e-240	-3.775640e+249	-2.410459e+09	-4.614421e+08	0.000000e+00	-9.169721e+03	4.862945e+04	0.000000e+00
281760.00	1.889280e+09	3.577235e+08	0.000000e+00	7.108398e+03	-3.811503e+04	0.000000e+00	9.304665e+09	2.244000e+11	-1.772776e+255	1.981402e+04	-8.543172e-240	-3.775640e+249	-2.411372e+09	-4.565783e+08	0.000000e+00	-9.072762e+03	4.864789e+04	0.000000e+00
281820.00	1.889987e+09	3.539113e+08	0.000000e+00	7.032402e+03	-3.812932e+04	0.000000e+00	9.306646e+09	2.244000e+11	-1.773154e+255	1.981402e+04	-8.544991e-240	-3.775640e+249	-2.412274e+09	-4.517126e+08	0.000000e+00	-8.975765e+03	4.866614e+04	0.000000e+00
281880.00	1.890687e+09	3.500977e+08	0.000000e+00	6.956376e+03	-3.814347e+04	0.000000e+00	9.308628e+09	2.244000e+11	-1.773531e+255	1.981402e+04	-8.546810e-240	-3.775640e+249	-2.413167e+09	-4.468452e+08	0.000000e+00	-8.878730e+03	4.868419e+04	0.000000e+00
281940.00	1.891379e+09	3.462827e+08	0.000000e+00	6.880321e+03	-3.815745e+04	0.000000e+00	9.310609e+09	2.244000e+11	-1.773909e+255	1.981402e+04	-8.548630e-240	-3.775640e+249	-2.414050e+09	-4.419759e+08	0.000000e+00	-8.781658e+03	4.870204e+04	0.000000e+00
282000.00	1.892063e+09	3.424663e+08	0.000000e+00	6.804238e+03	-3.817129e+04	0.000000e+00	9.312590e+09	2.244000e+11	-1.774287e+255	1.981402e+04	-8.550449e-240	-3.775640e+249	-2.414924e+09	-4.371049e+08	0.000000e+00	-8.684549e+03	4.871970e+04	0.000000e+00
282060.00	1.892740e+09	3.386485e+08	0.000000e+00	6.728125e+03	-3.818497e+04	0.000000e+00	9.314572e+09	2.244000e+11	-1.774664e+255	1.981402e+04	-8.552268e-240	-3.775640e+249	-2.415788e+09	-4.322321e+08	0.000000e+00	-8.587403e+03	4.873716e+04	0.000000e+00
282120.00	1.893409e+09	3.348294e+08	0.000000e+00	6.651985e+03	-3.819850e+04	0.000000e+00	9.316553e+09	2.244000e+11	-1.775042e+255	1.981402e+04	-8.554087e-240	-3.775640e+249	-2.416642e+09	-4.273575e+08	0.000000e+00	-8.490222e+03	4.875443e+04	0.000000e+00
282180.00	1.894071e+09	3.310089e+08	0.000000e+00	6.575817e+03	-3.821187e+04	0.000000e+00	9.318535e+09	2.244000e+11	-1.775419e+255	1.981402e+04	-8.555907e-240	-3.775640e+249	-2.417486e+09	-4.224813e+08	0.000000e+00	-8.393005e+03	4.877150e+04	0.000000e+00
282240.00	1.894725e+09	3.271871e+08	0.000000e+00	6.499621e+03	-3.822509e+04	0.000000e+00	9.320516e+09	2.244000e+11	-1.775797e+255	1.981402e+04	-8.557726e-240	-3.775640e+249	-2.418321e+09	-4.176033e+08	0.000000e+00	-8.295752e+03	4.878837e+04	0.000000e+00
282300.00	1.895371e+09	3.233640e+08	0.000000e+00	6.423397e+03	-3.823816e+04	0.000000e+00	9.322497e+09	2.244000e+11	-1.776174e+255	1.981402e+04	-8.559545e-240	-3.775640e+249	-2.419146e+09	-4.127237e+08	0.000000e+00	-8.198465e+03	4.880505e+04	0.000000e+00
282360.00	1.896010e+09	3.195395e+08	0.000000e+00	6.347147e+03	-3.825107e+04	0.000000e+00	9.324479e+09	2.244000e+11	-1.776552e+255	1.981402e+04	-8.561364e-240	-3.775640e+249	-2.419961e+09	-4.078424e+08	0.000000e+00	-8.101144e+03	4.882153e+04	0.000000e+00
282420.00	1.896641e+09	3.157138e+08	0.000000e+00	6.270870e+03	-3.826383e+04	0.000000e+00	9.326460e+09	2.244000e+11	-1.776929e+255	1.981402e+04	-8.563184e-240	-3.775640e+249	-2.420767e+09	-4.029595e+08	0.000000e+00	-8.003788e+03	4.883782e+04	0.000000e+00
282480.00	1.897265e+09	3.118868e+08	0.000000e+00	6.194567e+03	-3.827644e+04	0.000000e+00	9.328442e+09	2.244000e+11	-1.777307e+255	1.981402e+04	-8.565003e-240	-3.775640e+249	-2.421562e+09	-3.980749e+08	0.000000e+00	-7.906399e+03	4.885391e+04	0.000000e+00
282540.00	1.897880e+09	3.080586e+08	0.000000e+00	6.118238e+03	-3.828889e+04	0.000000e+00	9.330423e+09	2.244000e+11	-1.777685e+255	1.981402e+04	-8.566822e-240	-3.775640e+249	-2.422348e+09	-3.931888e+08	0.000000e+00	-7.808976e+03	4.886980e+04	0.000000e+00
282600.00	1.898489e+09	3.042291e+08	0.000000e+00	6.041883e+03	-3.830119e+04	0.000000e+00	9.332404e+09	2.244000e+11	-1.778062e+255	1.981402e+04	-8.568641e-240	-3.775640e+249	-2.423125e+09	-3.883010e+08	0.000000e+00	-7.711521e+03	4.888550e+04	0.000000e+00
282660.00	1.899089e+09	3.003984e+08	0.000000e+00	5.965502e+03	-3.831334e+04	0.000000e+00	9.334386e+09	2.244000e+11	-1.778440e+255	1.981402e+04	-8.570461e-240	-3.775640e+249	-2.423891e+09	-3.834117e+08	0.000000e+00	-7.614034e+03	4.890100e+04	0.000000e+00
282720.00	1.899682e+09	2.965665e+08	0.000000e+00	5.889097e+03	-3.832533e+04	0.000000e+00	9.336367e+09	2.244000e+11	-1.778817e+255	1.981402e+04	-8.572280e-240	-3.775640e+249	-2.424648e+09	-3.785209e+08	0.000000e+00	-7.516514e+03	4.891631e+04	0.000000e+00
282780.00	1.900267e+09	2.927334e+08	0.000000e+00	5.812667e+03	-3.833717e+04	0.000000e+00	9.338349e+09	2.244000e+11	-1.779195e+255	1.981402e+04	-8.574099e-240	-3.775640e+249	-2.425395e+09	-3.736286e+08	0.000000e+00	-7.418963e+03	4.893141e+04	0.000000e+00
282840.00	1.900845e+09	2.888991e+08	0.000000e+00	5.736212e+03	-3.834885e+04	0.000000e+00	9.340330e+09	2.244000e+11	-1.779572e+255	1.981402e+04	-8.575918e-240	-3.775640e+249	-2.426132e+09	-3.687347e+08	0.000000e+00	-7.321380e+03	4.894633e+04	0.000000e+00
282900.00	1.901415e+09	2.850637e+08	0.000000e+00	5.659733e+03	-3.836038e+04	0.000000e+00	9.342311e+09	2.244000e+11	-1.779950e+255	1.981402e+04	-8.577738e-240	-3.775640e+249	-2.426860e+09	-3.638394e+08	0.000000e+00	-7.223767e+03	4.896104e+04	0.000000e+00
282960.00	1.901977e+09	2.812271e+08	0.000000e+00	5.583231e+03	-3.837175e+04	0.000000e+00	9.344293e+09	2.244000e+11	-1.780328e+255	1.981402e+04	-8.579557e-240	-3.775640e+249	-2.427578e+09	-3.589426e+08	0.000000e+00	-7.126124e+03	4.897556e+04	0.000000e+00
283020.00	1.902532e+09	2.773894e+08	0.000000e+00	5.506705e+03	-3.838297e+04	0.000000e+00	9.346274e+09	2.244000e+11	-1.780705e+255	1.981402e+04	-8.581376e-240	-3.775640e+249	-2.428286e+09	-3.540443e+08	0.000000e+00	-7.028450e+03	4.898988e+04	0.000000e+00
283080.00	1.903079e+09	2.735506e+08	0.000000e+00	5.430156e+03	-3.839404e+04	0.000000e+00	9.348256e+09	2.244000e+11	-1.781083e+255	1.981402e+04	-8.583195e-240	-3.775640e+249	-2.428984e+09	-3.491447e+08	0.000000e+00	-6.930747e+03	4.900400e+04	0.000000e+00
283140.00	1.903618e+09	2.697107e+08	0.000000e+00	5.353584e+03	-3.840495e+04	0.000000e+00	9.350237e+09	2.244000e+11	-1.781460e+255	1.981402e+04	-8.585014e-240	-3.775640e+249	-2.429672e+09	-3.442436e+08	0.000000e+00	-6.833015e+03	4.901793e+04	0.000000e+00
283200.00	1.904150e+09	2.658697e+08	0.000000e+00	5.276989e+03	-3.841571e+04	0.000000e+00	9.352218e+09	2.244000e+11	-1.781838e+255	1.981402e+04	-8.586834e-240	-3.775640e+249	-2.430351e+09	-3.393412e+08	0.000000e+00	-6.735254e+03	4.903166e+04	0.000000e+00
283260.00	1.904674e+09	2.620276e+08	0.000000e+00	5.200373e+03	-3.842631e+04	0.000000e+00	9.354200e+09	2.244000e+11	-1.782215e+255	1.981402e+04	-8.588653e-240	-3.775640e+249	-2.431020e+09	-3.344374e+08	0.000000e+00	-6.637465e+03	4.904520e+04	0.000000e+00
283320.00	1.905191e+09	2.581845e+08	0.000000e+00	5.123734e+03	-3.843676e+04	0.000000e+00	9.356181e+09	2.244000e+11	-1.782593e+255	1.981402e+04	-8.590472e-240	-3.775640e+249	-2.431679e+09	-3.295322e+08	0.000000e+00	-6.539648e+03	4.905853e+04	0.000000e+00
283380.00	1.905699e+09	2.543403e+08	0.000000e+00	5.047074e+03	-3.844706e+04	0.000000e+00	9.358163e+09	2.244000e+11	-1.782971e+255	1.981402e+04	-8.592291e-240	-3.775640e+249	-2.432328e+09	-3.246257e+08	0.000000e+00	-6.441803e+03	4.907167e+04	0.000000e+00
283440.00	1.906200e+09	2.504951e+08	0.000000e+00	4.970392e+03	-3.845719e+04	0.000000e+00	9.360144e+09	2.244000e+11	-1.783348e+255	1.981402e+04	-8.594111e-240	-3.775640e+249	-2.432968e+09	-3.197179e+08	0.000000e+00	-6.343931e+03	4.908461e+04	0.000000e+00
283500.00	1.906694e+09	2.466489e+08	0.000000e+00	4.893690e+03	-3.846718e+04	0.000000e+00	9.362125e+09	2.244000e+11	-1.783726e+255	1.981402e+04	-8.595930e-240	-3.775640e+249	-2.433597e+09	-3.148089e+08	0.000000e+00	-6.246032e+03	4.909736e+04	0.000000e+00
283560.00	1.907180e+09	2.428017e+08	0.000000e+00	4.816967e+03	-3.847701e+04	0.000000e+00	9.364107e+09	2.244000e+11	-1.784103e+255	1.981402e+04	-8.597749e-240	-3.775640e+249	-2.434217e+09	-3.098985e+08	0.000000e+00	-6.148107e+03	4.910990e+04	0.000000e+00
283620.00	1.907658e+09	2.389536e+08	0.000000e+00	4.740224e+03	-3.848669e+04	0.000000e+00	9.366088e+09	2.244000e+11	-1.784481e+255	1.981402e+04	-8.599568e-240	-3.775640e+249	-2.434828e+09	-3.049870e+08	0.000000e+00	-6.050156e+03	4.912225e+04	0.000000e+00
283680.00	1.908128e+09	2.351044e+08	0.000000e+00	4.663460e+03	-3.849621e+04	0.000000e+00	9.368070e+09	2.244000e+11	-1.784858e+255	1.981402e+04	-8.601388e-240	-3.775640e+249	-2.435428e+09	-3.000742e+08	0.000000e+00	-5.952180e+03	4.913441e+04	0.000000e+00
283740.00	1.908591e+09	2.312544e+08	0.000000e+00	4.586677e+03	-3.850557e+04	0.000000e+00	9.370051e+09	2.244000e+11	-1.785236e+255	1.981402e+04	-8.603207e-240	-3.775640e+249	-2.436018e+09	-2.951601e+08	0.000000e+00	-5.854179e+03	4.914636e+04	0.000000e+00
283800.00	1.909046e+09	2.274034e+08	0.000000e+00	4.509875e+03	-3.851478e+04	0.000000e+00	9.372032e+09	2.244000e+11	-1.785613e+255	1.981402e+04	-8.605026e-240	-3.775640e+249	-2.436599e+09	-2.902449e+08	0.000000e+00	-5.756152e+03	4.915812e+04	0.000000e+00
283860.00	1.909493e+09	2.235515e+08	0.000000e+00	4.433054e+03	-3.852384e+04	0.000000e+00	9.374014e+09	2.244000e+11	-1.785991e+255	1.981402e+04	-8.606845e-240	-3.775640e+249	-2.437170e+09	-2.853286e+08	0.000000e+00	-5.658102e+03	4.916968e+04	0.000000e+00
283920.00	1.909933e+09	2.196987e+08	0.000000e+00	4.356214e+03	-3.853274e+04	0.000000e+00	9.375995e+09	2.244000e+11	-1.786369e+255	1.981402e+04	-8.608665e-240	-3.775640e+249	-2.437731e+09	-2.804111e+08	0.000000e+00	-5.560028e+03	4.918104e+04	0.000000e+00
283980.00	1.910365e+09	2.158450e+08	0.000000e+00	4.279355e+03	-3.854149e+04	0.000000e+00	9.377977e+09	2.244000e+11	-1.786746e+255	1.981402e+04	-8.610484e-240	-3.775640e+249	-2.438283e+09	-2.754924e+08	0.000000e+00	-5.461930e+03	4.919220e+04	0.000000e+00
284040.00	1.910789e+09	2.119904e+08	0.000000e+00	4.202479e+03	-3.855008e+04	0.000000e+00	9.379958e+09	2.244000e+11	-1.787124e+255	1.981402e+04	-8.612303e-240	-3.775640e+249	-2.438824e+09	-2.705727e+08	0.000000e+00	-5.363809e+03	4.920317e+04	0.000000e+00
284100.00	1.911206e+09	2.081350e+08	0.000000e+00	4.125585e+03	-3.855852e+04	0.000000e+00	9.381939e+09	2.244000e+11	-1.787501e+255	1.981402e+04	-8.614122e-240	-3.775640e+249	-2.439356e+09	-2.656519e+08	0.000000e+00	-5.265666e+03	4.921394e+04	0.000000e+00
284160.00	1.911614e+09	2.042787e+08	0.000000e+00	4.048673e+03	-3.856680e+04	0.000000e+00	9.383921e+09	2.244000e+11	-1.787879e+255	1.981402e+04	-8.615942e-240	-3.775640e+249	-2.439878e+09	-2.607300e+08	0.000000e+00	-5.167500e+03	4.922451e+04	0.000000e+00
284220.00	1.912016e+09	2.004217e+08	0.000000e+00	3.971744e+03	-3.857493e+04	0.000000e+00	9.385902e+09	2.244000e+11	-1.788256e+255	1.981402e+04	-8.617761e-240	-3.775640e+249	-2.440390e+09	-2.558070e+08	0.000000e+00	-5.069312e+03	4.923488e+04	0.000000e+00
284280.00	1.912409e+09	1.965638e+08	0.000000e+00	3.894799e+03	-3.858290e+04	0.000000e+00	9.387884e+09	2.244000e+11	-1.788634e+255	1.981402e+04	-8.619580e-240	-3.775640e+249	-2.440892e+09	-2.508830e+08	0.000000e+00	-4.971103e+03	4.924505e+04	0.000000e+00
284340.00	1.912795e+09	1.927051e+08	0.000000e+00	3.817837e+03	-3.859071e+04	0.000000e+00	9.389865e+09	2.244000e+11	-1.789012e+255	1.981402e+04	-8.621399e-240	-3.775640e+249	-2.441385e+09	-2.459581e+08	0.000000e+00	-4.872873e+03	4.925503e+04	0.000000e+00
284400.00	1.913173e+09	1.888457e+08	0.000000e+00	3.740858e+03	-3.859838e+04	0.000000e+00	9.391846e+09	2.244000e+11	-1.789389e+255	1.981402e+04	-8.623219e-240	-3.775640e+249	-2.441867e+09	-2.410321e+08	0.000000e+00	-4.774623e+03	4.926481e+04	0.000000e+00
284460.00	1.913544e+09	1.849855e+08	0.000000e+00	3.663864e+03	-3.860588e+04	0.000000e+00	9.393828e+09	2.244000e+11	-1.789767e+255	1.981402e+04	-8.625038e-240	-3.775640e+249	-2.442340e+09	-2.361052e+08	0.000000e+00	-4.676352e+03	4.927439e+04	0.000000e+00
284520.00	1.913906e+09	1.811246e+08	0.000000e+00	3.586855e+03	-3.861323e+04	0.000000e+00	9.395809e+09	2.244000e+11	-1.790144e+255	1.981402e+04	-8.626857e-240	-3.775640e+249	-2.442803e+09	-2.311773e+08	0.000000e+00	-4.578061e+03	4.928377e+04	0.000000e+00
284580.00	1.914261e+09	1.772629e+08	0.000000e+00	3.509830e+03	-3.862043e+04	0.000000e+00	9.397791e+09	2.244000e+11	-1.790522e+255	1.981402e+04	-8.628676e-240	-3.775640e+249	-2.443256e+09	-2.262485e+08	0.000000e+00	-4.479751e+03	4.929295e+04	0.000000e+00
284640.00	1.914609e+09	1.734005e+08	0.000000e+00	3.432791e+03	-3.862747e+04	0.000000e+00	9.399772e+09	2.244000e+11	-1.790899e+255	1.981402e+04	-8.630496e-240	-3.775640e+249	-2.443699e+09	-2.213187e+08	0.000000e+00	-4.381422e+03	4.930194e+04	0.000000e+00
284700.00	1.914948e+09	1.695374e+08	0.000000e+00	3.355736e+03	-3.863435e+04	0.000000e+00	9.401753e+09	2.244000e+11	-1.791277e+255	1.981402e+04	-8.632315e-240	-3.775640e+249	-2.444133e+09	-2.163881e+08	0.000000e+00	-4.283074e+03	4.931073e+04	0.000000e+00
284760.00	1.915280e+09	1.656737e+08	0.000000e+00	3.278668e+03	-3.864108e+04	0.000000e+00	9.403735e+09	2.244000e+11	-1.791654e+255	1.981402e+04	-8.634134e-240	-3.775640e+249	-2.444557e+09	-2.114566e+08	0.000000e+00	-4.184709e+03	4.931932e+04	0.000000e+00
